"SG_UF_PROVA";"POR_FEM";"POR_MAS";"POR_SI";"POR_BR";"POR_PT";"POR_PD";"POR_AM";"POR_IN";"RENDA_MEDIA";"MEDIA_CN";"MEDIA_CH";"MEDIA_LC";"MEDIA_MT";"MEDIA_REDACAO";"MEDIA_GERAL"
"PR";60,5243562243684;39,4756437756316;1,07749758271558;66,3263945230448;4,99238694332996;25,485957522478;1,79434744434689;0,323415984084822;1,01020231390024;510,729986281714;526,2517138422;539,153890447145;541,279512914315;645,132338842658;550,736598288577
"RJ";61,3910994239747;38,6089005760253;1,14997736673151;45,7019250372326;18,073442364641;33,9260600489984;0,894964356921461;0,25363082547504;0,88751307198903;505,831664375908;529,189269477165;538,823424572726;543,216751627944;671,583569655281;555,356901450981
"RN";58,6939294624077;41,3060705375923;1,10746954947904;41,5741329550457;9,13173213324854;46,5293743579709;1,30215721762951;0,355133786626229;0,556084622434993;493,065629621804;511,09194880789;523,087844217152;521,282013865962;662,782453285674;539,908398829537
"RO";62,0321686653371;37,9678313346629;1,23546323396099;29,6044963609521;9,42267346991634;56,8520293195887;1,7664275169002;1,11891009868165;0,665232451855513;481,064548116338;491,010093663912;507,143495487563;499,212082764005;641,999921324889;520,94669061687
"RR";60,7798345805435;39,2201654194565;1,21307601417881;23,7101220953131;8,27097282394644;58,6057502953919;1,29972430090587;6,90035447026388;0,677070537020378;490,586445166727;500,461807255731;513,635418286857;503,07131157413;621,658762008999;521,878578436777
"RS";61,5763387913517;38,4236612086483;1,07153480337874;74,4376234146481;8,31568347076932;15,5566067825644;0,342962811649984;0,275588716989381;0,894812165288564;503,179944764901;526,390142304371;539,442606285838;536,619188627925;646,288679944731;547,925681931773
"SC";62,6379748964531;37,3620251035469;0,970292033723693;74,2583520803986;4,71795303071715;19,076803397599;0,674894350650716;0,301705106910834;1,17786231905;517,127525846756;536,188066829158;545,339665057546;552,990541115025;674,864725548241;563,308892394218
"SE";61,2391951559781;38,7608048440219;1,46989026161745;27,083662932014;14,4630298148974;54,762760862374;1,65398610651671;0,566670022580506;0,48261226263064;481,73701739946;496,634963487497;510,791794494061;508,486820295902;673,451859418895;530,903478485454
"SP";60,0934774379457;39,9065225620543;0,871889557565878;59,6168197585037;9,76182566844093;27,4219540647235;2,01107823520777;0,316432715558199;1,09160843975446;515,730107750355;537,633637291554;547,964621384266;559,912843714311;669,085700253745;564,615850311596
"TO";62,0052694055995;37,9947305944005;0,998870841657257;24,9254465966009;14,6703726222531;56,0960074119112;2,39149946437361;0,917803063203914;0,656261802141888;475,574030506722;485,644100324532;504,540788579198;501,150924290085;640,699660900545;518,318118880841
